========================================
     INFORME COMPLETO ICE CREAM         
     Fecha: 2026-05-14T16:38:38.195156200
========================================

--- ALMACEN (16 helados) ---
• coconut | Sabor: coco | Precio: $4000.0 | Unidades: 12
• Fecha: 2022-11-07T00:00 | Vendedor: oscar | Total: $17700.0 | Pago: efectivo
• Fecha: 2022-11-07T00:00 | Vendedor: juan | Total: $26400.0 | Pago: efectivo
• Fecha: 2022-11-07T00:00 | Vendedor: oscar | Total: $2800.0 | Pago: efectivo
• Fecha: 2022-11-07T00:00 | Vendedor: dilan | Total: $16100.0 | Pago: tarjeta
• Fecha: 2022-11-07T00:00 | Vendedor: dilan | Total: $47000.0 | Pago: tarjeta
• Fecha: 2022-11-07T00:00 | Vendedor: juan | Total: $24100.0 | Pago: efectivo
• Fecha: 2022-11-07T00:00 | Vendedor: oscar | Total: $10300.0 | Pago: efectivo
• Fecha: 2022-11-07T00:00 | Vendedor: jean | Total: $7000.0 | Pago: tarjeta
• Fecha: 2022-11-06T00:00 | Vendedor: paquito | Total: $37900.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: dilan | Total: $9900.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: juan | Total: $48900.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: paquito | Total: $15000.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-11-06T00:00 | Vendedor: paquito | Total: $23300.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: jean | Total: $16800.0 | Pago: tarjeta
• Fecha: 2022-11-06T00:00 | Vendedor: paquito | Total: $2600.0 | Pago: tarjeta
• Fecha: 2022-11-06T00:00 | Vendedor: paquito | Total: $16500.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: juan | Total: $19600.0 | Pago: tarjeta
• Fecha: 2022-11-06T00:00 | Vendedor: oscar | Total: $18200.0 | Pago: tarjeta
• Fecha: 2022-11-06T00:00 | Vendedor: oscar | Total: $24700.0 | Pago: efectivo
• Fecha: 2022-11-06T00:00 | Vendedor: juan | Total: $14800.0 | Pago: tarjeta
• Fecha: 2022-11-05T00:00 | Vendedor: dilan | Total: $6800.0 | Pago: tarjeta
• Fecha: 2022-11-05T00:00 | Vendedor: jean | Total: $32700.0 | Pago: efectivo
• Fecha: 2022-11-05T00:00 | Vendedor: jean | Total: $29000.0 | Pago: tarjeta
• Fecha: 2022-11-05T00:00 | Vendedor: jean | Total: $32200.0 | Pago: tarjeta
• Fecha: 2022-11-05T00:00 | Vendedor: paquito | Total: $7000.0 | Pago: efectivo
• Fecha: 2022-11-05T00:00 | Vendedor: oscar | Total: $48500.0 | Pago: efectivo
• Fecha: 2022-11-05T00:00 | Vendedor: juan | Total: $28900.0 | Pago: tarjeta
• Fecha: 2022-11-05T00:00 | Vendedor: jean | Total: $11000.0 | Pago: tarjeta
• Fecha: 2022-11-05T00:00 | Vendedor: dilan | Total: $22000.0 | Pago: efectivo
• Fecha: 2022-11-05T00:00 | Vendedor: oscar | Total: $35600.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: oscar | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-11-04T00:00 | Vendedor: oscar | Total: $43500.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: dilan | Total: $46800.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: juan | Total: $27000.0 | Pago: tarjeta
• Fecha: 2022-11-04T00:00 | Vendedor: paquito | Total: $26800.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: dilan | Total: $17300.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: jean | Total: $51500.0 | Pago: tarjeta
• Fecha: 2022-11-04T00:00 | Vendedor: oscar | Total: $50300.0 | Pago: efectivo
• Fecha: 2022-11-04T00:00 | Vendedor: dilan | Total: $31600.0 | Pago: efectivo
• Fecha: 2022-11-03T00:00 | Vendedor: paquito | Total: $24500.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: jean | Total: $2600.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: oscar | Total: $39200.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: jean | Total: $36300.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: dilan | Total: $27300.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: juan | Total: $4000.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: juan | Total: $14300.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: oscar | Total: $36600.0 | Pago: tarjeta
• Fecha: 2022-11-03T00:00 | Vendedor: jean | Total: $6500.0 | Pago: efectivo
• Fecha: 2022-11-02T00:00 | Vendedor: paquito | Total: $19700.0 | Pago: tarjeta
• Fecha: 2022-11-02T00:00 | Vendedor: jean | Total: $41200.0 | Pago: tarjeta
• Fecha: 2022-11-02T00:00 | Vendedor: oscar | Total: $11800.0 | Pago: efectivo
• Fecha: 2022-11-02T00:00 | Vendedor: juan | Total: $14600.0 | Pago: tarjeta
• Fecha: 2022-11-02T00:00 | Vendedor: juan | Total: $26000.0 | Pago: tarjeta
• Fecha: 2022-11-02T00:00 | Vendedor: dilan | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-11-02T00:00 | Vendedor: paquito | Total: $4500.0 | Pago: efectivo
• Fecha: 2022-11-01T00:00 | Vendedor: oscar | Total: $26100.0 | Pago: efectivo
• Fecha: 2022-11-01T00:00 | Vendedor: jean | Total: $17700.0 | Pago: efectivo
• Fecha: 2022-11-01T00:00 | Vendedor: paquito | Total: $23400.0 | Pago: tarjeta
• Fecha: 2022-11-01T00:00 | Vendedor: jean | Total: $17300.0 | Pago: efectivo
• Fecha: 2022-11-01T00:00 | Vendedor: jean | Total: $20400.0 | Pago: efectivo
• Fecha: 2022-11-01T00:00 | Vendedor: jean | Total: $53100.0 | Pago: tarjeta
• Fecha: 2022-11-01T00:00 | Vendedor: juan | Total: $22500.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: juan | Total: $24800.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: tarjeta
• Fecha: 2022-10-31T00:00 | Vendedor: oscar | Total: $10100.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: oscar | Total: $11400.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: jean | Total: $13000.0 | Pago: tarjeta
• Fecha: 2022-10-31T00:00 | Vendedor: jean | Total: $2500.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: oscar | Total: $17700.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: oscar | Total: $7800.0 | Pago: tarjeta
• Fecha: 2022-10-31T00:00 | Vendedor: dilan | Total: $45000.0 | Pago: efectivo
• Fecha: 2022-10-31T00:00 | Vendedor: jean | Total: $33500.0 | Pago: tarjeta
• Fecha: 2022-10-31T00:00 | Vendedor: juan | Total: $7000.0 | Pago: efectivo
• Fecha: 2022-10-30T00:00 | Vendedor: oscar | Total: $23400.0 | Pago: tarjeta
• Fecha: 2022-10-30T00:00 | Vendedor: dilan | Total: $25400.0 | Pago: efectivo
• Fecha: 2022-10-30T00:00 | Vendedor: jean | Total: $3000.0 | Pago: tarjeta
• Fecha: 2022-10-30T00:00 | Vendedor: paquito | Total: $36500.0 | Pago: tarjeta
• Fecha: 2022-10-30T00:00 | Vendedor: dilan | Total: $67300.0 | Pago: tarjeta
• Fecha: 2022-10-30T00:00 | Vendedor: juan | Total: $16600.0 | Pago: tarjeta
• Fecha: 2022-10-30T00:00 | Vendedor: oscar | Total: $2500.0 | Pago: efectivo
• Fecha: 2022-10-30T00:00 | Vendedor: oscar | Total: $3000.0 | Pago: efectivo
• Fecha: 2022-10-30T00:00 | Vendedor: jean | Total: $35800.0 | Pago: tarjeta
• Fecha: 2022-10-30T00:00 | Vendedor: dilan | Total: $41700.0 | Pago: efectivo
• Fecha: 2022-10-30T00:00 | Vendedor: juan | Total: $18700.0 | Pago: efectivo
• Fecha: 2022-10-29T00:00 | Vendedor: juan | Total: $14200.0 | Pago: tarjeta
• Fecha: 2022-10-29T00:00 | Vendedor: dilan | Total: $22100.0 | Pago: efectivo
• Fecha: 2022-10-29T00:00 | Vendedor: juan | Total: $22500.0 | Pago: efectivo
• Fecha: 2022-10-29T00:00 | Vendedor: jean | Total: $35500.0 | Pago: tarjeta
• Fecha: 2022-10-29T00:00 | Vendedor: jean | Total: $12200.0 | Pago: tarjeta
• Fecha: 2022-10-29T00:00 | Vendedor: paquito | Total: $51300.0 | Pago: tarjeta
• Fecha: 2022-10-29T00:00 | Vendedor: dilan | Total: $33800.0 | Pago: efectivo
• Fecha: 2022-10-29T00:00 | Vendedor: oscar | Total: $29500.0 | Pago: tarjeta
• Fecha: 2022-10-29T00:00 | Vendedor: paquito | Total: $19900.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: paquito | Total: $16300.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: paquito | Total: $18700.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: paquito | Total: $38100.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: jean | Total: $17100.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: juan | Total: $26400.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: oscar | Total: $37300.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: oscar | Total: $13700.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: juan | Total: $21000.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: paquito | Total: $24400.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: dilan | Total: $31900.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: dilan | Total: $12200.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: jean | Total: $39800.0 | Pago: tarjeta
• Fecha: 2022-10-28T00:00 | Vendedor: oscar | Total: $7000.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: dilan | Total: $19600.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: paquito | Total: $18000.0 | Pago: efectivo
• Fecha: 2022-10-28T00:00 | Vendedor: jean | Total: $3000.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: dilan | Total: $26300.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: juan | Total: $19200.0 | Pago: efectivo
• Fecha: 2022-10-27T00:00 | Vendedor: paquito | Total: $3300.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: jean | Total: $37000.0 | Pago: efectivo
• Fecha: 2022-10-27T00:00 | Vendedor: jean | Total: $5600.0 | Pago: efectivo
• Fecha: 2022-10-27T00:00 | Vendedor: paquito | Total: $13400.0 | Pago: efectivo
• Fecha: 2022-10-27T00:00 | Vendedor: jean | Total: $52800.0 | Pago: efectivo
• Fecha: 2022-10-27T00:00 | Vendedor: dilan | Total: $22300.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: juan | Total: $27300.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: dilan | Total: $34500.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: jean | Total: $15900.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: dilan | Total: $28500.0 | Pago: efectivo
• Fecha: 2022-10-27T00:00 | Vendedor: oscar | Total: $9300.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: juan | Total: $2600.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: jean | Total: $27900.0 | Pago: tarjeta
• Fecha: 2022-10-27T00:00 | Vendedor: paquito | Total: $9300.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: dilan | Total: $18000.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: paquito | Total: $20800.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: dilan | Total: $11200.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: oscar | Total: $21100.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: juan | Total: $9300.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: dilan | Total: $11000.0 | Pago: efectivo
• Fecha: 2022-10-26T00:00 | Vendedor: paquito | Total: $16300.0 | Pago: efectivo
• Fecha: 2022-10-26T00:00 | Vendedor: juan | Total: $23500.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: paquito | Total: $28100.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: oscar | Total: $27100.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: juan | Total: $25600.0 | Pago: efectivo
• Fecha: 2022-10-26T00:00 | Vendedor: juan | Total: $5200.0 | Pago: tarjeta
• Fecha: 2022-10-26T00:00 | Vendedor: paquito | Total: $17000.0 | Pago: efectivo
• Fecha: 2022-10-26T00:00 | Vendedor: paquito | Total: $30400.0 | Pago: efectivo
• Fecha: 2022-10-25T00:00 | Vendedor: oscar | Total: $12800.0 | Pago: tarjeta
• Fecha: 2022-10-25T00:00 | Vendedor: oscar | Total: $40000.0 | Pago: efectivo
• Fecha: 2022-10-25T00:00 | Vendedor: jean | Total: $11100.0 | Pago: efectivo
• Fecha: 2022-10-25T00:00 | Vendedor: jean | Total: $17700.0 | Pago: tarjeta
• Fecha: 2022-10-25T00:00 | Vendedor: paquito | Total: $20000.0 | Pago: tarjeta
• Fecha: 2022-10-25T00:00 | Vendedor: oscar | Total: $51300.0 | Pago: efectivo
• Fecha: 2022-10-25T00:00 | Vendedor: juan | Total: $6300.0 | Pago: tarjeta
• Fecha: 2022-10-25T00:00 | Vendedor: paquito | Total: $20600.0 | Pago: efectivo
• Fecha: 2022-10-25T00:00 | Vendedor: jean | Total: $21100.0 | Pago: efectivo
• Fecha: 2022-10-25T00:00 | Vendedor: juan | Total: $14100.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: dilan | Total: $26000.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: juan | Total: $20400.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: dilan | Total: $21000.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: dilan | Total: $47400.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: juan | Total: $11000.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: dilan | Total: $3100.0 | Pago: tarjeta
• Fecha: 2022-10-24T00:00 | Vendedor: oscar | Total: $25700.0 | Pago: efectivo
• Fecha: 2022-10-23T00:00 | Vendedor: juan | Total: $14300.0 | Pago: efectivo
• Fecha: 2022-10-23T00:00 | Vendedor: paquito | Total: $16500.0 | Pago: efectivo
• Fecha: 2022-10-23T00:00 | Vendedor: juan | Total: $35500.0 | Pago: tarjeta
• Fecha: 2022-10-23T00:00 | Vendedor: juan | Total: $18500.0 | Pago: tarjeta
• Fecha: 2022-10-23T00:00 | Vendedor: dilan | Total: $17000.0 | Pago: efectivo
• Fecha: 2022-10-23T00:00 | Vendedor: dilan | Total: $8400.0 | Pago: tarjeta
• Fecha: 2022-10-23T00:00 | Vendedor: jean | Total: $11600.0 | Pago: tarjeta
• Fecha: 2022-10-23T00:00 | Vendedor: dilan | Total: $28500.0 | Pago: efectivo
• Fecha: 2022-10-23T00:00 | Vendedor: juan | Total: $22800.0 | Pago: tarjeta
• Fecha: 2022-10-22T00:00 | Vendedor: juan | Total: $30400.0 | Pago: efectivo
• Fecha: 2022-10-22T00:00 | Vendedor: paquito | Total: $17400.0 | Pago: tarjeta
• Fecha: 2022-10-22T00:00 | Vendedor: oscar | Total: $7800.0 | Pago: efectivo
• Fecha: 2022-10-22T00:00 | Vendedor: juan | Total: $10100.0 | Pago: tarjeta
• Fecha: 2022-10-22T00:00 | Vendedor: jean | Total: $8400.0 | Pago: efectivo
• Fecha: 2022-10-22T00:00 | Vendedor: dilan | Total: $27500.0 | Pago: efectivo
• Fecha: 2022-10-22T00:00 | Vendedor: jean | Total: $22500.0 | Pago: efectivo
• Fecha: 2022-10-22T00:00 | Vendedor: jean | Total: $20200.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: juan | Total: $33900.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: paquito | Total: $34800.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: jean | Total: $34000.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: dilan | Total: $37500.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: paquito | Total: $32700.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: juan | Total: $20800.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: jean | Total: $21000.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: oscar | Total: $24300.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: juan | Total: $25500.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: paquito | Total: $18500.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: jean | Total: $9000.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: jean | Total: $9100.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: juan | Total: $16000.0 | Pago: tarjeta
• Fecha: 2022-10-21T00:00 | Vendedor: paquito | Total: $15300.0 | Pago: efectivo
• Fecha: 2022-10-21T00:00 | Vendedor: paquito | Total: $22500.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: juan | Total: $30300.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: juan | Total: $19600.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: dilan | Total: $3000.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: oscar | Total: $19500.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: dilan | Total: $9100.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: oscar | Total: $8400.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: paquito | Total: $26300.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: jean | Total: $23600.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: jean | Total: $44600.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: jean | Total: $12000.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: paquito | Total: $8400.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: dilan | Total: $23300.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: oscar | Total: $19200.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: jean | Total: $42500.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: oscar | Total: $50300.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: dilan | Total: $9300.0 | Pago: tarjeta
• Fecha: 2022-10-20T00:00 | Vendedor: jean | Total: $49300.0 | Pago: efectivo
• Fecha: 2022-10-20T00:00 | Vendedor: jean | Total: $8400.0 | Pago: tarjeta
• Fecha: 2022-10-19T00:00 | Vendedor: juan | Total: $3000.0 | Pago: tarjeta
• Fecha: 2022-10-19T00:00 | Vendedor: paquito | Total: $6000.0 | Pago: efectivo
• Fecha: 2022-10-19T00:00 | Vendedor: oscar | Total: $20900.0 | Pago: efectivo
• Fecha: 2022-10-19T00:00 | Vendedor: juan | Total: $28100.0 | Pago: efectivo
• Fecha: 2022-10-19T00:00 | Vendedor: juan | Total: $28500.0 | Pago: tarjeta
• Fecha: 2022-10-19T00:00 | Vendedor: paquito | Total: $27200.0 | Pago: efectivo
• Fecha: 2022-10-19T00:00 | Vendedor: paquito | Total: $9500.0 | Pago: tarjeta
• Fecha: 2022-10-19T00:00 | Vendedor: paquito | Total: $31300.0 | Pago: efectivo
• Fecha: 2022-10-19T00:00 | Vendedor: juan | Total: $46700.0 | Pago: efectivo
• Fecha: 2022-10-19T00:00 | Vendedor: paquito | Total: $38800.0 | Pago: tarjeta
• Fecha: 2022-10-18T00:00 | Vendedor: oscar | Total: $11800.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: paquito | Total: $31900.0 | Pago: tarjeta
• Fecha: 2022-10-18T00:00 | Vendedor: oscar | Total: $24200.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: paquito | Total: $13500.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: juan | Total: $13000.0 | Pago: tarjeta
• Fecha: 2022-10-18T00:00 | Vendedor: jean | Total: $19300.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: oscar | Total: $11200.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: oscar | Total: $9100.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: jean | Total: $8600.0 | Pago: efectivo
• Fecha: 2022-10-18T00:00 | Vendedor: paquito | Total: $20200.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: juan | Total: $47100.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: dilan | Total: $35400.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: juan | Total: $40200.0 | Pago: efectivo
• Fecha: 2022-10-17T00:00 | Vendedor: dilan | Total: $22000.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: paquito | Total: $24100.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: jean | Total: $5200.0 | Pago: efectivo
• Fecha: 2022-10-17T00:00 | Vendedor: oscar | Total: $16800.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: dilan | Total: $23900.0 | Pago: efectivo
• Fecha: 2022-10-17T00:00 | Vendedor: jean | Total: $14100.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: jean | Total: $9100.0 | Pago: efectivo
• Fecha: 2022-10-17T00:00 | Vendedor: paquito | Total: $53800.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: paquito | Total: $9900.0 | Pago: efectivo
• Fecha: 2022-10-17T00:00 | Vendedor: dilan | Total: $64000.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: oscar | Total: $81000.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: oscar | Total: $6000.0 | Pago: tarjeta
• Fecha: 2022-10-17T00:00 | Vendedor: dilan | Total: $38500.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: oscar | Total: $3500.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: juan | Total: $27000.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: paquito | Total: $19100.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: oscar | Total: $54500.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: oscar | Total: $36500.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: paquito | Total: $47300.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: jean | Total: $49100.0 | Pago: tarjeta
• Fecha: 2022-10-16T00:00 | Vendedor: dilan | Total: $23800.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: oscar | Total: $26700.0 | Pago: tarjeta
• Fecha: 2022-10-15T00:00 | Vendedor: dilan | Total: $12400.0 | Pago: tarjeta
• Fecha: 2022-10-15T00:00 | Vendedor: juan | Total: $38100.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: paquito | Total: $13000.0 | Pago: tarjeta
• Fecha: 2022-10-15T00:00 | Vendedor: jean | Total: $2800.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: paquito | Total: $22100.0 | Pago: tarjeta
• Fecha: 2022-10-15T00:00 | Vendedor: jean | Total: $7800.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: paquito | Total: $4500.0 | Pago: tarjeta
• Fecha: 2022-10-15T00:00 | Vendedor: dilan | Total: $2800.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: jean | Total: $4500.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: oscar | Total: $2500.0 | Pago: tarjeta
• Fecha: 2022-10-15T00:00 | Vendedor: jean | Total: $15000.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: dilan | Total: $17000.0 | Pago: efectivo
• Fecha: 2022-10-15T00:00 | Vendedor: juan | Total: $2800.0 | Pago: tarjeta
• Fecha: 2022-10-14T00:00 | Vendedor: oscar | Total: $21500.0 | Pago: efectivo
• Fecha: 2022-10-14T00:00 | Vendedor: dilan | Total: $20600.0 | Pago: tarjeta
• Fecha: 2022-10-14T00:00 | Vendedor: jean | Total: $29100.0 | Pago: efectivo
• Fecha: 2022-10-14T00:00 | Vendedor: paquito | Total: $9300.0 | Pago: tarjeta
• Fecha: 2022-10-14T00:00 | Vendedor: dilan | Total: $6200.0 | Pago: tarjeta
• Fecha: 2022-10-14T00:00 | Vendedor: oscar | Total: $5200.0 | Pago: efectivo
• Fecha: 2022-10-14T00:00 | Vendedor: dilan | Total: $39400.0 | Pago: tarjeta
• Fecha: 2022-10-14T00:00 | Vendedor: jean | Total: $12200.0 | Pago: efectivo
• Fecha: 2022-10-13T00:00 | Vendedor: juan | Total: $18500.0 | Pago: tarjeta
• Fecha: 2022-10-13T00:00 | Vendedor: juan | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-10-13T00:00 | Vendedor: dilan | Total: $9700.0 | Pago: tarjeta
• Fecha: 2022-10-13T00:00 | Vendedor: oscar | Total: $39000.0 | Pago: tarjeta
• Fecha: 2022-10-12T00:00 | Vendedor: juan | Total: $30200.0 | Pago: tarjeta
• Fecha: 2022-10-12T00:00 | Vendedor: juan | Total: $7500.0 | Pago: tarjeta
• Fecha: 2022-10-12T00:00 | Vendedor: juan | Total: $29500.0 | Pago: efectivo
• Fecha: 2022-10-12T00:00 | Vendedor: juan | Total: $31100.0 | Pago: efectivo
• Fecha: 2022-10-12T00:00 | Vendedor: oscar | Total: $12800.0 | Pago: efectivo
• Fecha: 2022-10-12T00:00 | Vendedor: jean | Total: $22000.0 | Pago: efectivo
• Fecha: 2022-10-12T00:00 | Vendedor: paquito | Total: $19400.0 | Pago: tarjeta
• Fecha: 2022-10-11T00:00 | Vendedor: jean | Total: $27900.0 | Pago: efectivo
